searches.direction.page_title,%{from} - %{to},%{from} - %{to},%{from} - %{to},%{from} - %{to},%{from} - %{to}
searches.direction.title,Bus tickets %{from} - %{to}. Price from %{price_from}.,,,,ตั๋วรถทัวร์ %{from} - %{to}. ราคาเริ่มต้น %{price_from}.
searches.direction.description,"",,,,
searches.direction.keywords,"",,,,
searches.direction.from,from,от,від,od,จาก
searches.direction.select_date,"To search for all available trips, please select departure date in the form above.","Чтобы просмотреть доступные рейсы, пожалуйста, выберите дату отправления в форме выше.","Щоб переглянути доступны рейсы, будь ласка, оберіть рейси відправлення у формі вище",Aby przejrzeć dostępne połączenia prosimy wybrać datę wyjazdu w powyższym formularzu,ตรวจสอบที่ว่างสำหรับการเดินทาง โปรดเลือกวันที่ที่จะเดินทางในแบบฟอร์มข้างต้น
searches.direction.popular_from,Popular trips from,Популярные рейсы из города,Популярні рейси з міста,Najpopularniejsze połączenia z miasta,เส้นทางยอดนิยมจากเมือง
searches.direction.popular_to,Popular trips to,Популярные рейсы в город,Популярні рейси в місто,Najpopularniejsze połączenia do miasta,เส้นทางยอดนิยมถึงเมือง
searches.direction.bus_tickets,Bus tickets %{direction},Билеты на автобус %{direction},Квитки на автобус %{direction},Bilety autobusowe %{direction},ตั๋วรถโดยสาร %{direction}
searches.direction.choose_date,Select date,Выберите дату,Оберіть дату,Prosimy wybrać datę,เลือกวันเดินทาง
searches.direction.route,Route,Маршрут,Маршрут,Kierunek,เส้นทาง
searches.direction.searched_now,Other popular searches,Сейчас ищут,Зараз шукають,Teraz szuka,ผลการค้นหายอดนิยมอื่นๆ
searches.direction.strengths.s1.title,Quick purchase,Покупай быстро,Купуй швидко,Kupuj szybko,การสั่งซื้อที่รวดเร็ว
searches.direction.strengths.s1.text,Choose the route and order your ticket in less than 5 minutes,Выбор рейса и оформление билета займёт не больше 5 минут,Вибір рейсу і оформлення квитка займе не більше 5 хвилин,Wybór trasy i rezerwacja biletu zajmie nie więcej niż 5 minut.,เพียงแค่เลือกการเดินทางของคุณ คุณสามารถจองตั๋วของคุณได้โดยใช้ไม่ถึง 5 นาที
searches.direction.strengths.s2.title,Convenient payment,Плати удобно,Сплачуй зручно,Zapłać wygodnie,ช่องทางชำระเงินที่แสนสะดวกสบาย
searches.direction.strengths.s2.text,Pay for the ticket quickly and safely with your bank card,"Оплатить билет можно банковской картой, наличными или при расчёте с курьером","Оплатити квитки можна банківською карткою, готівкою або при розрахунку з кур’єром",Zapłać za bilet kartą płatniczą – szybko i bezpiecznie.,ชำระเงินค่าตั๋วของคุณได้อย่างสะดวกสบาย ด้วยบัตรเครดิต หรือด้วยเงินสด
searches.direction.strengths.s3.title,Easy refunds,Возвращай легко,Повертай просто,Łatwy zwrot,การยืนยันกลับอย่างรวดเร็ว
searches.direction.strengths.s3.text,"Should your plans change, BUSFOR will refund the unused ticket",В случае изменения планов BUSFOR вернёт деньги за неиспользованный билет,"Якщо плани змінилися, BUSFOR поверне кошти за невикористаний квиток",W razie zmiany planów BUSFOR zwróci pieniądze za niewykorzystany bilet.,ตั๋วได้รับการยืนยันตามเวลาจริง ทันทีที่ทำการสั่งซื้อ
searches.direction.search_for_a_ticket,Get tickets,Найти билет,Знайти квиток,Wyszukaj bilety,ได้รับตั๋ว
searches.suggest_trip_dates.free_dates,Bus trips on,Рейсы на,Рейси на,Bus wycieczki na,รถประจำทางในการเดินทาง
searches.timetable.show_all,View all trips,Посмотреть все рейсы,Подивитися всі рейси,Pokaż wszystkie loty,ดูการเดินทางทั้งหมด
searches.timetable.trip,Trip,Рейс,Рейс,Połączenie,การเดินทาง
searches.timetable.nearest_dates,Nearest dates,Ближайшие даты,Найближчі дати,Najbliższe terminy,วันที่ใกล้ที่สุด
checkouts.create.no_empty_seats,No seats available for this trip. Please select another trip,"Свободные места на рейс закончились. Пожалуйста, выберите другой рейс","Вільні місця на рейс закінчились. Будь ласка, оберіть інший рейс",Brak wolnych miejsc na dany przejazd. Prosimy wybrać inny przejazd.,ไม่มีที่นั่งว่างสำหรับเส้นเดินทางนี้ กรุณาเลือกเส้นทางอื่น ๆ
checkouts.show.time_expired.text_1,Your seats were reserved. You have,Места зарезервированы. У вас есть,Місця зарезервовано. У вас є,Miejsca są zarezerwowane. Masz,จองที่นั่งแล้ว คุณจำเป็นต้อง
checkouts.show.time_expired.text_2,to confirm a ticket,", чтобы оформить билет",", щоб оформити квиток",", aby załatwić bilet.",ยืนยันการจองตั๋ว
checkouts.show.passengers_data,Passengers details,Данные пассажиров,Дані про пасажирів,Dane pasażerów,ข้อมูลผู้โดยสาร
checkouts.show.locking_expired,Time available to complete the booking has expired. Please select trip again,"Время резервирования мест истекло. Пожалуйста, выберите рейс повторно","Термін резервації місць вичерпано. Будь ласка, оберіть рейс ще раз",Upłynął czas rezerwacji miejsc. Prosimy o ponowne wybranie połączenia,หมดเวลาสำหรับการจองตั๋วแล้ว โปรดทำการจองใหม่อีกครั้ง
checkouts.show.return_causes,Return policy of bus operator,Условия возврата перевозчика,Умови повернення перевізника,Warunki zwrotu przewoźnika,
checkouts.show.no_seat_map_error,There was an error while trying to fetch seat map for this trip. Please select another trip.,"Произошла ошибка при получении списка мест. Пожалуйста, выберите другой рейс.","Сталась помилка при отриманні списку місць. Будь ласка, оберіть інший рейс",Pojawił się błąd przy ładowaniu listy miejsc. Wybierz proszę inny rejs.,
checkouts.update.cant_book_trip,Failed to book seats. Please try again later,"Не удалось забронировать места. Пожалуйста, повторите попытку позже","Не вдалось забронювати місця. Будь ласка, спробуйте пізніше",Rezerwacja miejsc nie powiodła się. Prosimy spróbować później.,การจองที่นั่งล้มเหลว โปรดลองอีกครั้งภายหลัง
checkouts.order_form.email_me,"I want to receive information about promotions, discounts, new routes and destinations to my email","Хочу получать информацию о скидках, акциях, новых направлениях на email",,"Wyrażam zgodę na przesyłanie mi informacji o promocjach, akcjach, nowych kierunkach na email",ฉันต้องการรับข่าวสาร ข้อมูลส่วนลด โปรโมชัน เส้นทางใหม่ ๆ ทางอีเมลล์ของฉัน
checkouts.order_form.to_payment,Proceed to payment,Перейти к оплате,Перейти до оплати,Przejdź do działu płatności,ดำเนินการชำระเงิน
checkouts.passenger_form.passenger,Passenger,Пассажир,Пасажир,Pasażer,ผู้โดยสาร
checkouts.passenger_form.latin_symbols_only,Please use only English language to fill in this form,Используйте только латинские символы для ввода данных,Використовуйте лише латинські символи для ввдення даних,Przy wpisywaniu danych należy używać tylko znaków łacińskich,กรุณากรอกข้อมูลด้วยภาษาอังกฤษเท่านั้น
checkouts.passenger_form.date_placeholder,dd.mm.yy,дд.мм.гггг,дд.мм.рррр,dd.mm.rrrr,วว.ดด.ปป
checkouts.customer_form.customer,Buyer,Покупатель,Покупець,Kupujący,ผู้ซื้อ
checkouts.customer_form.phone_help,Required in order to contact you in case your trip has changes or we have problems with your payment and other issues.,"Нужен для связи с вами в случае переноса или отмены рейса, проблем с оплатой и прочих вопросов.","Необхідний для зв’язку з вами у випадку переносу чи відміни рейсу, проблем з оплатою та інших питань.",Niezbędny jest do kontaktu z Państwem w razie przełożenia lub anulowania przejazdu lub problemów z dokonaniem płatności itp.,จำเป็นกรอกข้อมูลให้ครบถ้วน เพื่อที่เราจะสามารถติดต่อคุณได้ ในกรณีที่มีการเลื่อนหรือยกเลิกการเดินทาง หรือมีปัญหาเกี่ยวกับการชำระเงินรวมถึงปัญหาอื่น ๆ
checkouts.customer_form.email_help,Please fill this field if you want to receive your ticket by email after payment.,"Заполните, если хотите получить билет на email после оплаты.","Заповніть, якщо хочете отримати квиток на email після оплати",po dokonaniu płatności.,โปรดกรอกข้อมูล หากคุณต้องการได้รับตั๋วทางอีเมลภายหลังจากการชำระเงิน
checkouts.discount_form.discount,Discount,Скидка,Знижка,Zniżka,ส่วนลด
checkouts.discount_form.promo_code_help,If you have a promo code enter it here,"Если у вас есть промокод, пожалуйста, введите его здесь","Якщо у вас є промокод, будь ласка, введіть його тут","Jeśli posiadasz kod promocyjny, wpisz go tutaj",หากคุณมีรหัสโปรโมชั่น กรุณากรอกที่นี่
checkouts.discount_form.referral_phone_help,If you have a referral code enter it here,"Если у вас есть реферальный код, пожалуйста, введите его здесь","Якщо у вас є реферальный код, будь ласка, введіть його тут","Jeśli posiadasz kod polecającego, wpisz go tutaj",หากคุณมีรหัสอ้างอิง กรุณากรอกที่นี่่
checkouts.discount_form.discount_amount,Discount amount:,Скидка составит,,Zniżka od Busfor: ,
checkouts.discount_form.promo_code_invalid,Promo code is invalid,Промокод не существует или истек,Промо-код не існує або його дія скінчилася,Kod promocyjny jest nieważny,รหัสโปรโมชั่ไม่ถูกต้อง
checkouts.discount_form.apply,Apply,Проверить промокод,Перевірити промокод,Sprawdzić kod promocyjny,ใช้
checkouts.agreement.refund,Terms of Refund,возврата,повернення,Zwrotu,
checkouts.agreement.agree,I accept the,Я принимаю условия,Я приймаю умови,Akceptuję warunki,ฉันยอมรับในเงื่อนไข
checkouts.agreement.with,Terms and Conditions,публичной оферты,публічної оферти,oferty publicznej,ข้อเสนอโดยรวม
checkouts.agreement.and,and consent,и даю,і даю,i udzielam,และข้อตกลง
checkouts.agreement.give_consent,to processing of my personal data,согласие на обработку персональных данных,згоду на обробку персональних даних,zgody na przetwarzanie danych osobowych,ความยินยอมเพื่อดำเนินการกับข้อมูลส่วนบุคคล
checkouts.agreement.confirm_delivery_html,". I confirm my delivery address in Bangkok entered correctly and I understand, ticket can be delivered in Bangkok only. Delivery cost is non-refundable in any case.",,,,<br/>ฉันยืนยันว่าข้อมูลที่อยู่ในกรุงเทพที่ฉันกรอกนี้ถูกต้องและยอมรับเงื่อนไขว่าตั๋วนี้จะถูกส่งเฉพาะในเขตกรุงเทพเท่านั้น ค่าจัดส่งไม่สามารถถูกเรียกคืนได้ในกรณีใดๆทั้งสิ้น
checkouts.seats.seats_occupied,"Unfortunately, the place chosen by you were busy. Please select places again.","К сожалению, выбранные вами места были заняты. Пожалуйста, выберите места повторно.",,,
checkouts.seats.back,Return to search,Вернуться к поиску,Повернутись до пошуку,Wróć do wyszukiwania,กลับไปยังการค้นหา
checkouts.seats.continue,Continue,Продолжить,Продовжити,Kontynuuj,ดำเนินการต่อ
checkouts.seats.empty_map,Seats map is not available for selected trip. Seats will be selected randomly.,Карта мест для выбранного рейса недоступна. Места будут назначены автоматически.,На даному рейсі діє довільна посадка. Вибрати місце ви зможете при відправленні.,Na tej linii nie stosuje się rezerwacji miejsc. Wybrać miejsce Państwo możecie z czasie odjazdu.,ไม่มีแผนผังที่นั่งสำหรับการเดินทางที่เลือก ที่นั่งจะถูกเลือกโดยอัตโนมัติ
checkouts.seats.select_seats.one,Select %{count} seat,Выберите %{count} место,Оберіть %{count} місце,Wybrać %{count} miejsce,เลือก %{count} ที่นั่ง
checkouts.seats.select_seats.few,Select %{count} seats,Выберите %{count} места,Оберіть %{count} місця,Wybrać %{count} miejsca,เลือก %{count} ที่นั่ง
checkouts.seats.select_seats.many,Select %{count} of seats,Выберите %{count} мест,Оберіть %{count} місць,Wybrać %{count} miejsc,เลือก %{count} ที่นั่ง
checkouts.seats.select_seats.other,Select %{count} of seat,Выберите %{count} места,Оберіть %{count} місця,Wybrać %{count} miejsca,เลือก %{count} ที่นั่ง
checkouts.seats.you_selected_seats.one,You selected seat,Вы выбрали место,Ви обрали місце,Wybrałeś miejsce,คุณได้เลือกที่นั่งแล้ว
checkouts.seats.you_selected_seats.other,You selected seats,Вы выбрали места,Ви обрали місця,Wybrałeś miejsca,คุณได้เลือกที่นั่งแล้ว
checkouts.seats.legend.free_seat,– free,– свободное место,– вільне місце,– wolne,
checkouts.seats.legend.occupied,– occupied,– занятое место,– зайняте місце,– zajęte,
checkouts.seats.places_remains.one,1 seat left,На рейсе осталось %{count} место,На рейсі залишилося %{count} місце,Pozostało %{count} miejsce,
checkouts.seats.places_remains.other,%{count} seats left,На рейсе осталось %{count} места,На рейсі залишилося %{count} мiсця,Pozostały %{count} miejsca,
checkouts.seats.not_available.carrier,This carrier doesn’t provide the option to choose seats in advance!,Этот перевозчик не предоставляет возможность выбрать место заранее!,Цей перевізник не надає можливості обрати місце заздалегідь!,Ten przewoźnik nie oferuje wyboru miejsc z wyprzedzeniem.,
checkouts.seats.not_available.text_1,You will be able to choose the seat in bus before the departure.,"Это значит, что место в салоне вы сможете выбрать только при отправлении.","Це означає, що місце в салоні ви зможете обрати тільки перед відправленням рейсу.",Będziesz mógł wybrać miejsca w autobusie przed wyjazdem.,
checkouts.seats.not_available.text_2,We try to arrange with the carrier to ensure you extra comfort.,"Мы стараемся договориться с перевозчиком, чтобы обеспечить вам дополнительный комфорт.","Ми намагаємося домовитися з перевізником, щоб забезпечити вам додатковий комфорт.",Wraz z przewoźnikiem postaramy się zapewnić Ci dodatkowy komfort.,
checkouts.suspended.suspended_text,Seats selection is temporarily unavailable. Please try again later,"Бронирование мест временно недоступно. Пожалуйста, повторите позже","Бронбвання місць тимчасово недоступно. Будь ласка, спробуйте пізніше",Serwis rezerwowania miejsc jest czasowo niedostępny. Prosimy spróbować później,ไม่สามารถทำการจองที่นั่งได้ชั่วคราว โปรดลองใหม่อีกครั้งภายหลัง
checkouts.suspended.back,Back to the main page,Вернуться на главную,Повернутись на головну,Wróć na główną,กลับไปยังหน้าหลัก
checkouts.delivery_form.delivery,Delivery information,,,,ข้อมูลในการจัดส่งตั๋วโดยสาร
checkouts.delivery_form.description,"This ticket need to be delivered to a physical address. We can deliver to home or office, only in Bangkok. Tickets purchased before 17.00, will be delivered on same day, tickets purchased after 17.00, will be delivered on the next day.",,,,ตั๋วนี้จะถูกส่งไปยังที่อยู่ของท่าน เราจัดส่งไปยังบ้านหรือออฟฟิศในกรุงเทพฯ เท่านั้น ตั๋วที่ชำระเงินก่อน 17:00 จะถูกส่งในวันที่ชำระเงิน ตั๋วที่ชำระเงินหลัง 17:00 จะถูกจัดส่งในวันถัดไป
orders.index.my_tickets,My tickets,Мои билеты,Мої квитки,Moje bilety,ตั๋วของฉัน
orders.index.thead.th_num,Order number,Номер заказа,Номер замовлення,Numer zamówienia,หมายเลขคำสั่งซื้อ
orders.index.thead.th_desc,Description,Описание,Опис,Opisanie,คำอธิบาย
orders.index.thead.th_date,Creation date,Дата создания,Дата створення,Data wygenerowania,วันที่เริ่มจอง
orders.index.thead.th_state,Status,Статус,Статус,Stan,เงื่อนไข
orders.index.created,created,создан,Створений,Stworzony,สร้าง
orders.index.no_tickets,You have no confirmed tickets yet,У вас пока нет оформленных билетов,У вас поки немає оформлених квитків,Na razie nie masz wygenerowanych biletów,คุณยังไม่มีตั๋วที่ได้รับการยืนยัน
orders.index.recent,Previous orders,Предыдущие заказы,Попередні замовлення,Poprzednie zamówienia,รายการสั่งซื้อก่อนหน้า
orders.index.authorize,"To get access to our orders, please register by entering the phone number your provided at the time of booking","Чтобы получить доступ к заказам, сделанным ранее, авторизируйтесь по номеру телефона","Щоб отримати доступ до замовлень, зробленим раніше, авторизуйтесь за номером телефону","Aby uzyskać możliwość wglądu do zamówień, złożonych wcześniej, należy dokonać autoryzacji poprzez wpisanie numeru telefonu",กรอกหมายเลขโทรศัพท์ เพื่อเข้าถึงคำสั่งซื้อที่คุณดำเนินการไว้ก่อนหน้า 
orders.show.ticket_till_html,Order has been placed. Payment due date <b>%{datetime}</b>,<b>Заказ оформлен.</b><br/>Заказ необходимо оплатить до <b>%{datetime}</b>,<b>Замовлення оформлено.</b><br>Замовлення необхідно сплатити до <b>%{datetime}</b>,"Zamówienie zostało złożone, płatności należy dokonać do <b>%{datetime}</b>",ได้รับคำสั่งซื้อแล้ว วันที่ครบกำหนดการชำระเงิน <b>%{datetime}</b>
orders.states.waiting_payment,pending payment,ожидает оплаты,очікує сплати,oczekuje zapłaty,ยอดค้างชำระ
orders.states.ticketed,paid and confirmed,билеты выписаны,квитки виписано,bilety są wypisane,ตั๋วได้รับการยืนยันแล้ว
orders.states.canceled,is cancelled,отменен,відмінено,skasowany,ถูกยกเลิก
orders.states.reserved,pending confirmation,ожидайте подтверждение,,,
orders.state.download,Download,,,,
orders.state.return,Return,,,,
orders.state.check_out,Checkout,,,,ดำเนินการจ่ายเงิน
orders.state.book_again,Book again,,,,
orders.booking_canceled.revoked_text,There was a problem with your order and it was cancelled. The money paid for your order will be returned to your account as soon as possible. We encourage you to try make another booking.,"Заказ аннулирован. Денежные средства возвращены, и поступят на ваш счет в ближайшее время. Пожалуйста, забронируйте билеты на нужный вам рейс повторно.","Замовлення анульовано. Кошти повернено, і надійдуть на ваш рахунок найближчим часом. Будь ласка, забронюйте квитки на потрібний рейс повторно.",Zamówienie zostało anulowane. Kwota zostanie zwrócona i wpłynie na Twoje konto w najbliższym czasie. Prosimy zarezerwować bilety na odpowiadające Ci połączenie ponownie.,คำสั่งซื้อถูกยกเลิก เงินถูกส่งคืนและจะถูกเครดิตไปยังบัญชีของคุณในไม่ช้า โปรดจองตั๋วสำหรับการเดินทางที่ต้องการอีกครั้ง
orders.booking_canceled.canceled_text,There was a problem with your order and it was cancelled. Please try to book your tickets once again.,"Заказ отменен. Пожалуйста, забронируйте билеты на нужный вам рейс повторно.","Замовлення відмінено. Будь ласка, забронюйте квитки на потрібний рейс ще раз.",Zamówienie zostało skasowane. Prosimy zarezerwować bilety na odpowiadające Ci połączenie ponownie.,คำสั่งซื้อถูกยกเลิก โปรดจองตั๋วสำหรับการเดินทางที่ต้องการอีกครั้ง
orders.booking_error.error_text,There was an error while trying to reserve your tickets. Please try to book your tickets once again.,"Возникла ошибка при бронировании билетов. Пожалуйста, забронируйте билеты на нужный вам рейс повторно.","Виникла помилка під час бронювання квитків. Будь ласка, забронюйте квитки на потрібний рейс ще раз.",Wystąpił błąd podczas rezerwacji biletów. Prosimy o ponowną rezerwację biletów na odpowiadające Ci połączenie.,เกิดข้อผิดพลาดในระหว่างการจองตั๋ว โปรดจองตั๋วสำหรับการเดินทางที่ต้องการอีกครั้ง
orders.trip_details.order_details,Order details,Детали заказа,Деталі замовлення,Szczegóły zamówienia,รายละเอียดคำสั่งซื้อ
orders.trip_details.from,Departure:,Отправление:,Відправлення:,Wyjazd:,ออก:
orders.trip_details.to,Arrival:,Прибытие:,Прибуття:,Przyjazd:,ถึง:
orders.trip_details.passengers,Passengers:,Пассажиры:,Пасажири:,Pasażerowie:,ผู้โดยสาร:
orders.trip_details.to_payment,Payment due:,К оплате:,До сплати:,Do zapłaty:,ยอดที่ต้องชำระ:
orders.trip_details.price,Price:,Цена:,Вартість:,Cena:,ทั้งหมด
orders.trip_details.carrier,Carrier:,Перевозчик:,Перевізник:,Przewoźnik:,ผู้ให้บริการเดินรถ:
orders.trip_details.trip,Trip:,Рейс:,Рейс:,Trasa,เส้นทาง:
orders.trip_details.discount,with discount:,включая скидку:,з урахуванням знижки:,ze zniżką:,รวมส่วนลด
orders.trip_details.customer,Customer,Покупатель,Покупець,Kupujący,ลูกค้า
orders.trip_details.phone,Phone,Телефон,Номер телефону,Numer telefonu,เบอร์โทรศัพท์มือถือ
orders.trip_details.tickets_price,Tickets price:,,,,
orders.trip_details.delivery_service,Delivery price:,,,,
orders.paid_order.ticket,Ticket for,Билет,Kвиток,Bilet,
orders.paid_order.successfully_paid,is successfully paid,успешно оплачен,успішно оплачений,Bilet został z powodzeniem opłacony,
orders.paid_order.thanks_for_choosing_busfor,Thank you for choosing %{domain},"Спасибо, что выбрали %{domain}","Дякуємо, що обрали %{domain}",Dziękujemy %{domain},ขอบคุณที่เลือกใช้บริการกับ %{domain}
orders.paid_order.success,Your payment was accepted.,Платеж успешно выполнен.,Платіж успішно здійснено.,Płatność została dokonana pomyślnie.,ชำระเงินเรียบร้อยแล้ว
orders.paid_order.order_number,Your order number is:,Номер вашего заказа:,Номер вашого замовлення:,Numer Twojego zamówienia:,หมายเลขคำสั่งซื้อของคุณคือ:
orders.paid_order.paid,Paid:,Оплачено:,Сплачено:,Zapłacono:,ชำระแล้ว:
orders.paid_order.download_ticket,Download ticket,Скачать билет,Завантажити квиток,Pobrać bilet,ดาวน์โหลดตั๋ว
orders.paid_order.download_and_print,Download and print ticket,"Скачать билет, чтобы распечатать","Завантажити квиток, щоб роздрукувати",Pobierz bilet do druku,
orders.paid_order.ticket_text_html,Please print your ticket and present to the carrier representative before boarding,<b>Внимание!</b> Распечатайте билет и предъявите его при посадке в автобус.,<b>Увага!</b> Роздрукуйте квиток та пред'явіть його при посадці в автобус.,Wydrukuj bilet i podaj go przed wsiadaniem do autobusu,โปรดพิมพ์ตั๋วและแสดงตั๋วที่ท่ารถก่อนขึ้นบนรถโดยสาร
orders.paid_order.download_form,Download ticket,Скачать бланк,Скачать бланк,Pobrać bilet,ดาวน์โหลดตั๋ว
orders.paid_order.form_text_html,The exchange form must be exchanged at the bus station of departure before boarding the bus.,<b>Внимание!</b> Полученный обменный бланк необходимо обменять в кассе автовокзала отправления перед посадкой на автобус.,<b>Увага!</b> Отриманий обмінний бланк необхідно обміняти у касі автовокзала відправленння перед посадкою на автобус.,Otrzymany formularz należy wymienić w kasie dworca autobusowego w miejscu wyjazdu przed wsiadaniem do autobusu.,กรุณาแลกตั๋วเดินทางที่เค้าเตอร์
orders.paid_order.preparing_tickets,Issuing tickets...,Выписываем билеты...,Підготовка квитки...,Przygotowanie bilety...,กำลังจัดเตรียมตั๋ว...
orders.paid_order.find_tickets_for,Search for,Искать билеты,Шукати квитки,Wyszukiwanie biletów,ค้นหาตั๋ว
orders.pay_order.title,"Seats have been booked, please proceed to payment","Билеты забронированы, вы можете их оплатить","Квитки заброньовано, ви можете їх оплатити","Bilety są zarezerwowane, możesz dokonać płatności za nie",ตั๋วถูกจองแล้ว คุณสามารถชำระค่าตั๋วได้ตอนนี้
orders.pay_order.sum,Total price:,Общая стоимость билетов:,Загальна вартість квитків:,Łączny koszt biletów:,ค่าตั๋วทั้งหมด:
orders.pay_order.paid,paid,оплачено,сплачено,dokonano zapłaty,ชำระแล้ว
orders.pay_order.paid_till,Please pay for your booked tickets by,Забронированные билеты необходимо оплатить до,Заброньовані квитки необхідно оплатити до,Należy dokonać płatności za zarezerwowane bilety do dnia,ตั๋วที่จองไว้จะชำระเงินทาง
orders.pay_order.unavailable,Payment is temporarily unavailable. Please try again later.,"Оплата временно не доступна. Пожалуйста, повторите позже.","Оплата тимчасово не доступна. Будь ласка, спробуйте пізніше.",Opcja dokonania płatności czasowo jest niedostępna.Prosimy spróbować później,การชำระเงินไม่สามารถทำได้ชั่วคราว โปรดลองอีกครั้งภายหลัง
orders.pay_order.select_pay_method,Select payment method,Выберите способ оплаты,Оберіть спосіб оплати,Prosimy o wybranie formy płatności,เลือกช่องทางการชำระเงิน
orders.pay_order.select_another_pay_method,Select another payment method,Выберите другой способ оплаты,Оберіть інший спосіб оплати,Prosimy o wybranie inną formy płatności,เลือกช่องทางการชำระเงินอื่น ๆ
orders.pay_order.card,"Credit card (Visa, MasterCard, Union Card, American Express)",,,,"บัตรเครดิต (Visa, MasterCard, Union Card, American Express)"
orders.pay_order.qiwi,-,Наличными в терминалах QIWI или с помощью QIWI кошелька,-,-,-
orders.pay_order.sales_points,With cash via partner cashier desk,Наличными в кассе партнеров,Готівкою в касі партнерів,Gotówką w kasie partnerów,ชำระด้วยเงินสดที่โต๊ะเก็บเงินของหุ้นส่วนธุรกิจ
orders.pay_order.ua_bank,With cash at the bank or Ukrposhta branch,Наличными в банке или отделении Укрпочты,Готівкою в банку або відділені Укрпошти,Gotówką w banku lub w placówce Ukrpoczty,-
orders.pay_order.warehouse_delivery,-,Наличными в отделении «Нова Пошта»,Готівкою у відділенні «Нова Пошта»,-,-
orders.pay_order.courier_delivery,-,Наличными курьеру службы «Нова Пошта»,Готівкою кур'єру служби «Нова Пошта»,-,-
orders.pay_order.delivery_error,-,"Курьерская доставка вашего билета на выбранную дату невозможна. Пожалуйста, выберите другой способ оплаты.","Доставка кур'єром вашого білета на вибрану дату неможлива. Будь ласка, оберіть інший спосіб плати.",-,เราไม่สามารถส่งคำสั่งในขณะนี้ได้ โปรดเลือกช่องทางชำระเงินทางอื่น
orders.pay_order.delivery_canceled,-,Доставка билетов отменена. Вы можете повторить доставку или выбрать другой способ оплаты.,Скаусування доставки білетів. Ви можете повторно замовити доставку або обрати інший спосіб оплати.,-,ข้อความที่ส่งถูกยกเลิก ท่านสามารถเลือกส่งคำสั่งอีกสั่งหรือเลือกช่องทางชำระเงินทางอื่น
orders.pay_order.paysbuy_cash,Pay by cash,Оплатить наличными,,,ชำระด้วยเงินสดที่ศูนย์บริการลูกค้า
orders.pay_order.paysbuy_counter_service,Pay by cash,Cash at Counter Service,,,ชำระโดยเงินสด
orders.pay_order.all_payments_methods_are_unavailable,All payments methods are currently unavailable. Please try again later.,Нет доступных способов оплаты.,Немає доступних способів оплати.,Brak dostępnych metod płatności.,ช่องทางชำระเงินไม่สามารถทำรายการได้ในขณะนี้ กรุณาลองใหม่อีกครั้ง
orders.pay_order.paypal,Pay with PayPal,Оплатить с помощью PayPal,Сплатити за допомогою PayPal,Zapłać z PayPal,จ่ายด้วย PayPal
orders.pay_order.linepay,Pay with LinePay,,,,
orders.pay_order.paymaster,Credit card with PayMaster,Оплатить с помощью Webmoney.UA,Сплатити за допомогою Webmoney.UA,Płatność kartą kredytową z PayMaster,
orders.pay_order.payu,Pay with PayU,Оплатить с помощью PayU,Сплатити за допомогою PayU,Płacę teraz z PayU,
orders.pay_order.fondy,Pay with Fondy,Оплатить с помощью Fondy,Сплатити за допомогою Fondy,,
orders.pay_order.liqpay,"Credit card (Visa, MasterCard, Union Card, American Express)",Банковской картой,Банківською картою,Kartą płatniczą,"บัตรเครดิต (Visa, MasterCard, Union Card, American Express)"
orders.pay_order.payler,"Credit card (Visa, MasterCard, Union Card, American Express)",Банковской картой,Банківською картою,Kartą płatniczą,"บัตรเครดิต (Visa, MasterCard, Union Card, American Express)"
orders.pay_order.payture,"Credit card (Visa, MasterCard, Union Card, American Express)",Банковской картой,Банківською картою,Kartą płatniczą,"บัตรเครดิต (Visa, MasterCard, Union Card, American Express)"
orders.send_booking_sheet.booking_sheet_was_sent,We sent you a message with more information to your email,Письмо с реквизитами отправлено на вашу электронную почту,Лист з реквізитами надіслано на вашу електронну пошту,Wiadomość zawierająca niezbędne dane została wysłana na Twój email,อีเมลพร้อมกับรายละเอียดถูกส่งไปยังอีเมลของคุณ
orders.email.mail_with_ticket_was_sent,Your ticket was sent to your email,Письмо с билетом отправлено на вашу электронную почту,Лист з квитком надіслано на вашу електронну пошту,Bilet elektroniczny został wysłany na Twój email,จดหมายพร้อมตั๋วถูกส่งไปยังอีเมลของคุณ
orders.send_billing_code.send_sms,Send SMS verification code,Отправить код в SMS,Надіслати код в SMS,Wysłać kod SMS-em,ส่งรหัสทาง SMS
orders.send_billing_code.sms_with_code_was_sent,SMS verification code was sent to your phone number,SMS с кодом успешно отправлена на ваш телефон,SMS з кодом успішно надіслано на ваш телефон,SMS z kodem został wysłany na Twój telefon,SMS พร้อมรหัสถูกส่งไปยังโทรศัพท์มือถือของคุณ
orders.time_to_pay_expired.expired_text,"Sorry, the time available to complete purchase has expired. Please try to book your tickets again.","Сожалеем, время на оплату истекло. Пожалуйста, забронируйте билеты на нужный вам рейс повторно.","На жаль, час для оплати вичерпано. Будь ласка, забронюйте квитки на потрібний вам рейс ще раз.","Niestety, czas na dokonanie płatności upłynął. Prosimy o ponowną rezerwację biletu na odpowiadające Ci połączenie",ขออภัย หมดเวลาสำหรับการชำระเงินแล้ว โปรดจองตั๋วสำหรับการเดินทางที่ต้องการใหม่อีกครั้ง
orders.delivery.details.delivery,-,Доставка билетов,Доставка квитків,-,นำส่งข้อความ
